============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5 MeV) ==> Xe gas( 25.3 mm) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 9727  1 .4501191E+07   2540000E+02  .8609E+07 -.5508E+07   .9979479  .0594386 -.0238122
T 9728  1 .4501465E+07   2540000E+02 -.1242E+07  .8824E+06   .9995424 -.0233681 -.0192048
T 9729  1 .4484145E+07   2540000E+02  .8627E+07 -.1903E+07   .9890655  .1274308 -.0742348
T 9730  1 .4495341E+07   2540000E+02  .9805E+07  .9482E+07   .9973706  .0456190  .0563098
T 9731  1 .4471674E+07   2540000E+02 -.3090E+07 -.1325E+07   .9989240 -.0394025 -.0244613
T 9732  1 .4511271E+07   2540000E+02  .4217E+07  .2134E+07   .9986572  .0316417  .0410184
T 9733  1 .4521273E+07   2540000E+02 -.2382E+07  .7270E+07   .9980069 -.0006524  .0631015
T 9734  1 .4476070E+07   2540000E+02  .5074E+07  .4953E+07   .9999096 -.0005130  .0134343
T 9735  1 .4493435E+07   2540000E+02  .6917E+06 -.2313E+07   .9988371  .0406605 -.0259066
T 9736  1 .4485444E+07   2540000E+02  .3958E+07  .4381E+07   .9991151  .0213384  .0362451
T 9737  1 .4444375E+07   2540000E+02 -.5556E+07  .1473E+07   .9993709 -.0347254  .0072016
T 9738  1 .4528600E+07   2540000E+02 -.1404E+07 -.8936E+06   .9995616  .0295946 -.0008439
T 9739  1 .4513459E+07   2540000E+02 -.8599E+06  .3383E+07   .9990805  .0103109  .0416158
T 9740  1 .4499036E+07   2540000E+02  .4591E+05 -.2223E+07   .9997576 -.0219940 -.0009977
T 9741  1 .4461535E+07   2540000E+02 -.7093E+06  .3295E+07   .9977164 -.0213595  .0640768
T 9742  1 .4462862E+07   2540000E+02  .1418E+07  .1457E+07   .9991445  .0375775  .0172680
T 9743  1 .4503089E+07   2540000E+02  .3189E+07 -.3956E+05   .9994690  .0258737  .0198038
T 9744  1 .4509772E+07   2540000E+02 -.1381E+08  .4257E+07   .9836627 -.1514983  .0972413
T 9745  1 .4486943E+07   2540000E+02 -.5150E+07 -.2193E+07   .9990948 -.0000834 -.0425400
T 9746  1 .4436161E+07   2540000E+02  .6103E+07  .2581E+07   .9990609  .0230595  .0366809
T 9747  1 .4460180E+07   2540000E+02  .7008E+07 -.3474E+07   .9984017  .0437375 -.0357917
T 9748  1 .4291056E+07   2540000E+02  .7533E+07 -.1072E+09   .6302419  .0788911 -.7723803
T 9749  1 .4471936E+07   2540000E+02 -.1928E+07 -.1133E+06   .9999244  .0079224  .0093996
T 9750  1 .4473150E+07   2540000E+02  .5229E+06  .7513E+07   .9974635  .0103017  .0704301
T 9751  1 .4469303E+07   2540000E+02  .3391E+07 -.3497E+07   .9988136  .0353422 -.0335019
T 9752  1 .4486948E+07   2540000E+02 -.7437E+07  .1299E+08   .9981597 -.0406195  .0450247
T 9753  1 .4506341E+07   2540000E+02 -.5901E+07  .3676E+07   .9992858 -.0118494  .0358826
T 9754  1 .4485033E+07   2540000E+02 -.6761E+07 -.3850E+07   .9984594 -.0547499  .0090186
T 9755  1 .4486984E+07   2540000E+02 -.2956E+07 -.2415E+07   .9991367 -.0097854 -.0403734
T 9756  1 .4484404E+07   2540000E+02 -.2506E+08  .2405E+08   .9842710 -.1108763  .1375396
T 9757  1 .4495014E+07   2540000E+02  .2680E+07 -.3519E+07   .9996153 -.0010099 -.0277169
T 9758  1 .4559561E+07   2540000E+02  .7861E+06 -.6191E+07   .9970458  .0347394 -.0685049
T 9759  1 .4465207E+07   2540000E+02 -.4392E+07 -.2130E+07   .9997880 -.0188271  .0083363
T 9760  1 .4460686E+07   2540000E+02  .1113E+07  .1536E+07   .9998272  .0185460 -.0012377
T 9761  1 .4550882E+07   2540000E+02 -.4381E+07 -.1593E+07   .9969845 -.0775994 -.0004566
T 9762  1 .4478481E+07   2540000E+02  .2380E+07  .1982E+07   .9998431  .0164215 -.0066412
T 9763  1 .4481057E+07   2540000E+02 -.8170E+06 -.3892E+07   .9985301  .0044075 -.0540204
T 9764  1 .4456946E+07   2540000E+02 -.1001E+08 -.7833E+07   .9995658 -.0196718 -.0219375
T 9765  1 .4457400E+07   2540000E+02  .4366E+07  .1009E+08   .9899693 -.0080525  .1410529
T 9766  1 .4500216E+07   2540000E+02 -.8988E+07  .3417E+06   .9989841 -.0448978 -.0038695
T 9767  1 .4485284E+07   2540000E+02  .1180E+08 -.2722E+07   .9993670  .0350624 -.0060174
T 9768  1 .4472403E+07   2540000E+02  .7003E+07  .1032E+08   .9922615  .0569960  .1103115
T 9769  1 .4443455E+07   2540000E+02  .1800E+07  .5894E+07   .9989478  .0343667  .0303697
T 9770  1 .4462253E+07   2540000E+02 -.5635E+06 -.4088E+07   .9995484 -.0234871 -.0187453
T 9771  1 .4502794E+07   2540000E+02  .3141E+07  .4716E+06   .9990678  .0378354  .0207844
T 9772  1 .4472622E+07   2540000E+02  .7561E+07  .1115E+07   .9977976  .0636390  .0187069
T 9773  1 .4433559E+07   2540000E+02 -.4289E+07 -.5003E+07   .9989206 -.0463469  .0031073
T 9774  1 .4502642E+07   2540000E+02 -.2641E+07 -.7409E+07   .9999072 -.0011483 -.0135711
T 9775  1 .4429704E+07   2540000E+02 -.3269E+07  .9224E+06   .9982776 -.0342892  .0476025
T 9776  1 .4547533E+07   2540000E+02  .1508E+07  .5973E+07   .9982824  .0166012  .0561844
T 9777  1 .4455942E+07   2540000E+02 -.1814E+07  .1223E+07   .9985912 -.0524093  .0082943
T 9778  1 .4499353E+07   2540000E+02 -.7000E+07  .7764E+07   .9975305 -.0486493  .0506579
T 9779  1 .4497281E+07   2540000E+02  .2968E+07 -.3806E+07   .9996725  .0220774 -.0129434
T 9780  1 .4477493E+07   2540000E+02 -.5700E+07  .2558E+07   .9972123 -.0673504  .0321179
T 9781  1 .4470852E+07   2540000E+02 -.1308E+07  .6710E+07   .9981755 -.0069339  .0599793
T 9782  1 .4471957E+07   2540000E+02  .6423E+07 -.2767E+07   .9988736  .0368463 -.0298974
T 9783  1 .4483236E+07   2540000E+02 -.2545E+07 -.2571E+07   .9985781 -.0216049 -.0487350
T 9784  1 .4441178E+07   2540000E+02 -.3988E+07 -.2294E+07   .9979119 -.0461382 -.0452000
T 9785  1 .4535421E+07   2540000E+02  .4914E+07  .6385E+07   .9961205  .0688099  .0548559
T 9786  1 .4484474E+07   2540000E+02  .4951E+06 -.4421E+07   .9996854 -.0012839 -.0250476
T 9787  1 .4551375E+07   2540000E+02 -.4956E+07 -.8104E+06   .9983834 -.0566209 -.0049671
T 9788  1 .4467057E+07   2540000E+02 -.1619E+07  .5948E+07   .9969766 -.0168297  .0758579
T 9789  1 .4486045E+07   2540000E+02 -.7445E+06  .4660E+07   .9994347  .0096304  .0322121
T 9790  1 .4516306E+07   2540000E+02 -.5718E+07  .2175E+07   .9996350 -.0190650  .0191412
T 9791  1 .4524285E+07   2540000E+02 -.4571E+06 -.3950E+07   .9994946 -.0081072 -.0307377
T 9792  1 .4522446E+07   2540000E+02 -.9912E+07 -.1379E+08   .9949712 -.0508666 -.0862843
T 9793  1 .4567991E+07   2540000E+02  .5584E+07 -.4135E+07   .9989698  .0213386 -.0400495
T 9794  1 .4488201E+07   2540000E+02 -.1923E+07 -.6053E+07   .9999609  .0026718 -.0084337
T 9795  1 .4397815E+07   2540000E+02  .1221E+08 -.2134E+08   .9907305  .0624245 -.1206490
T 9796  1 .4565723E+07   2540000E+02  .2957E+07  .2178E+07   .9995458 -.0177450 -.0243564
T 9797  1 .4514273E+07   2540000E+02  .1664E+07 -.6308E+07   .9991432  .0047613 -.0411112
T 9798  1 .4457736E+07   2540000E+02 -.1388E+08 -.9137E+07   .9941442 -.1073349 -.0125134
T 9799  1 .4471641E+07   2540000E+02  .6717E+07  .1101E+07   .9991202  .0355937  .0221799
T 9800  1 .4476680E+07   2540000E+02  .2278E+07 -.4987E+07   .9965745  .0192698 -.0804239
T 9801  1 .4406670E+07   2540000E+02  .5214E+07 -.4638E+07   .9997220 -.0001054 -.0235786
T 9802  1 .4498860E+07   2540000E+02 -.2716E+06 -.3250E+06   .9999055 -.0078522 -.0112880
T 9803  1 .4501920E+07   2540000E+02  .4398E+07 -.3770E+07   .9979411  .0530681 -.0360175
T 9804  1 .4504332E+07   2540000E+02  .2304E+07  .6403E+06   .9997608  .0124831  .0179587
T 9805  1 .4462333E+07   2540000E+02 -.8026E+07 -.4230E+07   .9964089 -.0766417 -.0359923
T 9806  1 .4462229E+07   2540000E+02  .1816E+07  .2726E+07   .9999122 -.0099070 -.0087998
T 9807  1 .4433615E+07   2540000E+02 -.2221E+07 -.1013E+07   .9998655 -.0098978 -.0130756
T 9808  1 .4459781E+07   2540000E+02  .5886E+07 -.2222E+06   .9931104  .1043528  .0533119
T 9809  1 .4503678E+07   2540000E+02 -.4266E+07 -.7859E+07   .9989070 -.0249952 -.0394967
T 9810  1 .4473866E+07   2540000E+02  .6219E+07  .2498E+07   .9988596  .0472620 -.0067744
T 9811  1 .4510391E+07   2540000E+02 -.6413E+06  .1296E+08   .9931416 -.1023342 -.0565456
T 9812  1 .4519759E+07   2540000E+02 -.4444E+07  .4367E+07   .9988800 -.0374754  .0288833
T 9813  1 .4510671E+07   2540000E+02  .6836E+06 -.2557E+07   .9999755 -.0025459 -.0065258
T 9814  1 .4514466E+07   2540000E+02  .1426E+07  .1047E+07   .9999779  .0025417  .0061439
T 9815  1 .4448696E+07   2540000E+02  .6751E+07 -.5109E+07   .9967330  .0759846 -.0273799
T 9816  1 .4537977E+07   2540000E+02 -.4870E+07  .3601E+06   .9995383 -.0264610 -.0149363
T 9817  1 .4518977E+07   2540000E+02  .2669E+06 -.4731E+07   .9989612  .0041487 -.0453800
T 9818  1 .4554383E+07   2540000E+02 -.3666E+07  .4780E+07   .9992640 -.0247228  .0293295
T 9819  1 .4468351E+07   2540000E+02 -.3655E+06  .7161E+07   .9986634  .0321877  .0404404
T 9820  1 .4471904E+07   2540000E+02  .3520E+07  .2286E+07   .9998431  .0039798  .0172628
T 9821  1 .4480469E+07   2540000E+02  .4121E+07  .1186E+07   .9998338  .0010300  .0181999
T 9822  1 .4472429E+07   2540000E+02 -.5442E+07  .3101E+07   .9992101 -.0397195  .0012537
T 9823  1 .4468331E+07   2540000E+02  .3718E+07 -.5095E+07   .9997961  .0200964 -.0019890
T 9824  1 .4487858E+07   2540000E+02 -.3117E+07 -.1764E+07   .9992557 -.0292447 -.0251568
T 9825  1 .4461664E+07   2540000E+02 -.2199E+07  .2071E+07   .9999839 -.0053131  .0019890
T 9826  1 .4490490E+07   2540000E+02  .1226E+06  .1054E+07   .9999721 -.0046941  .0058096
T 9827  1 .4482063E+07   2540000E+02  .5760E+07  .5192E+07   .9989666  .0280149  .0357888
T 9828  1 .4449788E+07   2540000E+02  .1039E+08 -.1922E+08   .9916349  .0572839 -.1156668
T 9829  1 .4525787E+07   2540000E+02 -.5236E+07 -.2315E+07   .9997366 -.0222523 -.0056159
T 9830  1 .4513830E+07   2540000E+02 -.3042E+07 -.4574E+07   .9994278 -.0136057 -.0309686
T 9831  1 .4522638E+07   2540000E+02 -.6936E+07 -.6152E+07   .9970734 -.0729536 -.0228556
T 9832  1 .4548270E+07   2540000E+02 -.3670E+07 -.2389E+07   .9993674 -.0282991 -.0215379
T 9833  1 .4492486E+07   2540000E+02 -.5031E+07  .4118E+07   .9997992 -.0197368  .0034749
T 9834  1 .4472645E+07   2540000E+02 -.1116E+06  .7305E+07   .9990887 -.0030912  .0425699
T 9835  1 .4549035E+07   2540000E+02 -.1286E+07  .6504E+07   .9997678 -.0128795  .0172767
T 9836  1 .4476871E+07   2540000E+02  .4572E+06 -.4368E+07   .9991639  .0310773 -.0265664
T 9837  1 .4482294E+07   2540000E+02 -.4951E+07  .4467E+07   .9982188 -.0425077  .0418607
T 9838  1 .4527409E+07   2540000E+02  .3580E+07  .1377E+07   .9997851  .0195167  .0069938
T 9839  1 .4489231E+07   2540000E+02  .1614E+08 -.1173E+08   .9944403  .0671505 -.0811134
T 9840  1 .4548006E+07   2540000E+02 -.2267E+07 -.1844E+07   .9992837 -.0255368 -.0279278
T 9841  1 .4499165E+07   2540000E+02 -.3138E+07 -.4885E+06   .9993943 -.0181574 -.0296864
T 9842  1 .4499382E+07   2540000E+02 -.3090E+07  .2784E+07   .9999338 -.0033486  .0110118
T 9843  1 .4464256E+07   2540000E+02 -.4859E+06  .1275E+07   .9999642 -.0076837  .0035365
T 9844  1 .4426947E+07   2540000E+02  .1389E+06 -.2473E+07   .9991763  .0188093 -.0359581
T 9845  1 .4508942E+07   2540000E+02 -.3185E+07 -.4217E+07   .9990794 -.0151516 -.0401347
T 9846  1 .4479927E+07   2540000E+02  .1602E+07 -.4987E+06   .9984667  .0550700  .0056099
T 9847  1 .4467847E+07   2540000E+02  .1890E+07  .1848E+07   .9996867  .0207786 -.0139556
T 9848  1 .4500863E+07   2540000E+02 -.2082E+07 -.2993E+06   .9999170 -.0079776  .0101120
T 9849  1 .4490925E+07   2540000E+02 -.1072E+08  .2342E+07   .9969732 -.0773868  .0074591
T 9850  1 .4452478E+07   2540000E+02 -.4466E+07  .4996E+07   .9994634 -.0327481 -.0006414
T 9851  1 .4477969E+07   2540000E+02 -.3251E+07  .1090E+08   .9932354 -.0566751  .1013480
T 9852  1 .4479361E+07   2540000E+02  .6843E+07 -.7126E+07   .9999534 -.0032844  .0090803
T 9853  1 .4454558E+07   2540000E+02 -.4679E+07 -.1437E+06   .9998847  .0112473  .0102024
T 9854  1 .4460874E+07   2540000E+02 -.1506E+07 -.8241E+07   .9968501 -.0063522 -.0790539
T 9855  1 .4437111E+07   2540000E+02 -.1134E+07 -.9351E+07   .9993717 -.0329112 -.0131565
T 9856  1 .4488098E+07   2540000E+02  .1468E+07  .3035E+07   .9977573  .0130100  .0656591
T 9857  1 .4494034E+07   2540000E+02  .9805E+07  .3600E+07   .9985482  .0529984  .0096266
T 9858  1 .4467941E+07   2540000E+02  .3206E+07 -.2652E+07   .9970265  .0057491  .0768442
T 9859  1 .4487577E+07   2540000E+02  .1817E+07  .3542E+07   .9995888  .0019361  .0286108
T 9860  1 .4477872E+07   2540000E+02 -.1655E+08 -.2067E+08   .9927540 -.1133269 -.0399553
T 9861  1 .4448454E+07   2540000E+02  .7699E+06  .1681E+07   .9999795  .0010694 -.0063176
T 9862  1 .4447779E+07   2540000E+02  .3404E+07  .1725E+07   .9999856 -.0052031 -.0013488
T 9863  1 .4526240E+07   2540000E+02  .9200E+06  .6355E+07   .9994649  .0175420  .0276061
T 9864  1 .4485501E+07   2540000E+02  .2131E+07 -.1575E+07   .9999736  .0003417  .0072524
T 9865  1 .4423940E+07   2540000E+02  .2847E+07  .9540E+06   .9990651  .0343670 -.0262276
T 9866  1 .4461985E+07   2540000E+02  .3084E+07 -.1166E+07   .9974334  .0715939  .0009807
T 9867  1 .4529898E+07   2540000E+02  .3274E+07 -.6459E+07   .9998782  .0141550 -.0065776
T 9868  1 .4470732E+07   2540000E+02  .3579E+07  .2932E+06   .9998283 -.0049658  .0178528
T 9869  1 .4453883E+07   2540000E+02 -.2775E+07  .1502E+07   .9999729  .0073278  .0006924
T 9870  1 .4488395E+07   2540000E+02 -.4509E+06  .1019E+07   .9999390 -.0075597 -.0080546
T 9871  1 .4514425E+07   2540000E+02 -.6756E+07  .1707E+07   .9998605 -.0167024 -.0001500
T 9872  1 .4451572E+07   2540000E+02 -.3459E+07 -.4498E+07   .9993545 -.0304482 -.0190667
T 9873  1 .4519408E+07   2540000E+02 -.2852E+07  .8293E+05   .9997328 -.0230862 -.0011658
T 9874  1 .4524563E+07   2540000E+02 -.5934E+07 -.8436E+07   .9970633 -.0541753 -.0541271
T 9875  1 .4520847E+07   2540000E+02 -.1581E+07 -.4073E+07   .9968001 -.0327615 -.0729128
T 9876  1 .4530805E+07   2540000E+02  .1044E+07  .2953E+07   .9992977  .0323276  .0189487
T 9877  1 .4514859E+07   2540000E+02 -.6216E+07  .2508E+07   .9991216 -.0307820  .0284328
T 9878  1 .4450196E+07   2540000E+02 -.5770E+06  .6561E+07   .9718426 -.1880747  .1419500
T 9879  1 .4512060E+07   2540000E+02 -.5355E+07 -.9232E+06   .9964594 -.0832527  .0117341
T 9880  1 .4464893E+07   2540000E+02  .2852E+06  .4723E+06   .9999059 -.0115179  .0074480
T 9881  1 .4452011E+07   2540000E+02 -.3583E+07  .7960E+06   .9997212 -.0236136 -.0001122
T 9882  1 .4462710E+07   2540000E+02 -.6980E+06  .2544E+07   .9996400 -.0188517 -.0190931
T 9883  1 .4485755E+07   2540000E+02  .2095E+07 -.4145E+07   .9997256 -.0006405 -.0234165
T 9884  1 .4537843E+07   2540000E+02 -.4440E+06 -.2560E+07   .9993210  .0366968 -.0032858
T 9885  1 .4517260E+07   2540000E+02  .5678E+07 -.1982E+07   .9984253  .0456895 -.0325487
T 9886  1 .4471046E+07   2540000E+02 -.2246E+07  .3448E+07   .9982516 -.0441939  .0392515
T 9887  1 .4547036E+07   2540000E+02 -.6719E+06  .3695E+06   .9995973  .0256037  .0122329
T 9888  1 .4517127E+07   2540000E+02 -.3305E+07 -.2096E+07   .9995678 -.0284442  .0074276
T 9889  1 .4508777E+07   2540000E+02 -.3753E+07 -.2683E+07   .9972052  .0010824 -.0747032
T 9890  1 .4452627E+07   2540000E+02 -.1261E+07 -.9542E+06   .9985155  .0325355 -.0436838
T 9891  1 .4441280E+07   2540000E+02  .1915E+07 -.1060E+07   .9991570 -.0321294 -.0255548
T 9892  1 .4410205E+07   2540000E+02 -.1592E+08  .5054E+07   .9967701 -.0752066  .0281661
T 9893  1 .4516381E+07   2540000E+02  .1742E+07 -.1340E+07   .9998109  .0172094 -.0090499
T 9894  1 .4525712E+07   2540000E+02 -.5055E+07  .3739E+07   .9995230 -.0248125  .0183884
T 9895  1 .4532094E+07   2540000E+02  .8238E+06 -.3051E+07   .9993377 -.0066028 -.0357839
T 9896  1 .4460885E+07   2540000E+02 -.4308E+07  .5947E+06   .9991483 -.0410211  .0044663
T 9897  1 .4503987E+07   2540000E+02  .4020E+06 -.2897E+07   .9994960  .0260700 -.0181119
T 9898  1 .4460408E+07   2540000E+02 -.3114E+07 -.7795E+07   .9980950  .0009302 -.0616889
T 9899  1 .4445329E+07   2540000E+02 -.5575E+07  .2465E+07   .9996648 -.0016548  .0258362
T 9900  1 .4537062E+07   2540000E+02  .4529E+07 -.3430E+07   .9990511  .0431469 -.0059433
T 9901  1 .4474330E+07   2540000E+02  .3929E+07  .1204E+08   .9966772  .0306632  .0754613
T 9902  1 .4512106E+07   2540000E+02  .2402E+06  .1066E+07   .9992428 -.0268308 -.0281768
T 9903  1 .4519789E+07   2540000E+02  .5476E+07 -.2677E+07   .9998497  .0107856 -.0135774
T 9904  1 .4534795E+07   2540000E+02  .1002E+08  .8143E+07   .9964068  .0746050  .0400950
T 9905  1 .4510611E+07   2540000E+02  .8355E+07 -.5816E+07   .9988284  .0444352 -.0191667
T 9906  1 .4511338E+07   2540000E+02 -.6053E+07 -.4358E+07   .9964732 -.0794518 -.0269934
T 9907  1 .4522007E+07   2540000E+02  .3590E+07  .9007E+07   .9977173  .0252011  .0626511
T 9908  1 .4506950E+07   2540000E+02  .8152E+07  .4986E+07   .9966434  .0694111  .0434060
T 9909  1 .4483503E+07   2540000E+02  .3236E+07  .5970E+07   .9997689 -.0183960  .0111197
T 9910  1 .4423008E+07   2540000E+02 -.4356E+07  .2909E+07   .9998931  .0107377  .0099290
T 9911  1 .4432607E+07   2540000E+02 -.1475E+07 -.6459E+07   .9975099 -.0016155 -.0705075
T 9912  1 .4494336E+07   2540000E+02 -.5934E+07 -.2016E+07   .9987385 -.0490497  .0107479
T 9913  1 .4524072E+07   2540000E+02 -.5427E+05 -.2428E+07   .9990603 -.0060769 -.0429136
T 9914  1 .4500507E+07   2540000E+02  .5233E+07  .3980E+07   .9893730  .0082919  .1451629
T 9915  1 .4452716E+07   2540000E+02  .1279E+07 -.1184E+07   .9996132 -.0061351  .0271276
T 9916  1 .4542668E+07   2540000E+02  .3136E+07  .1143E+07   .9989533  .0450601  .0078648
T 9917  1 .4503725E+07   2540000E+02  .2980E+07  .6543E+06   .9998251  .0168516  .0081158
T 9918  1 .4509186E+07   2540000E+02 -.6513E+07 -.3933E+07   .9978602 -.0648760  .0081321
T 9919  1 .4535992E+07   2540000E+02  .4857E+07  .2889E+07   .9997835  .0196306 -.0069042
T 9920  1 .4449227E+07   2540000E+02 -.4153E+07 -.2984E+07   .9959649 -.0142694 -.0886014
T 9921  1 .4475293E+07   2540000E+02  .2039E+07  .1666E+07   .9999458  .0097684 -.0035949
T 9922  1 .4451179E+07   2540000E+02 -.1178E+07  .2515E+06   .9980842 -.0473967  .0397669
T 9923  1 .4506372E+07   2540000E+02  .9291E+05  .2107E+07   .9995634 -.0222183  .0194753
T 9924  1 .4470878E+07   2540000E+02  .1291E+08  .3114E+07   .9987997  .0447428  .0199312
T 9925  1 .4480323E+07   2540000E+02 -.5121E+06 -.1773E+07   .9995688 -.0079122 -.0282778
T 9926  1 .4455529E+07   2540000E+02 -.1310E+07  .4360E+07   .9998903  .0110572  .0098572
T 9927  1 .4468392E+07   2540000E+02 -.1220E+07  .1505E+07   .9990024 -.0343566  .0285288
T 9928  1 .4490031E+07   2540000E+02  .6261E+07 -.3760E+07   .9973023  .0639946 -.0359566
T 9929  1 .4488822E+07   2540000E+02 -.2912E+07  .3966E+06   .9997701 -.0048285 -.0208915
T 9930  1 .4532514E+07   2540000E+02  .8078E+06 -.1297E+07   .9998998 -.0045979 -.0133907
T 9931  1 .4495057E+07   2540000E+02  .4860E+07 -.4742E+07   .9982658  .0523735 -.0268783
T 9932  1 .4481392E+07   2540000E+02 -.2852E+07 -.4869E+07   .9991933 -.0344147 -.0206957
T 9933  1 .4456906E+07   2540000E+02 -.2280E+07 -.3338E+07   .9999505 -.0088162 -.0046062
T 9934  1 .4489653E+07   2540000E+02 -.5981E+07 -.8182E+06   .9978921 -.0570634 -.0309067
T 9935  1 .4463223E+07   2540000E+02 -.1792E+07  .2239E+07   .9993084 -.0251974  .0273472
T 9936  1 .4488714E+07   2540000E+02 -.6081E+06 -.6974E+07   .9975204  .0367126 -.0600443
T 9937  1 .4483677E+07   2540000E+02  .3603E+07 -.9183E+06   .9995301  .0299318  .0066043
T 9938  1 .4493796E+07   2540000E+02  .1148E+08  .5093E+06   .9977015  .0673762 -.0072192
T 9939  1 .4531564E+07   2540000E+02 -.1613E+07  .2769E+07   .9974242 -.0134608  .0704543
T 9940  1 .4438285E+07   2540000E+02 -.1115E+07  .4454E+07   .9992155 -.0064029  .0390815
T 9941  1 .4405503E+07   2540000E+02  .2280E+07  .8234E+07   .9993383  .0124521  .0341735
T 9942  1 .4506693E+07   2540000E+02 -.9994E+06 -.2928E+07   .9997496  .0072719 -.0211634
T 9943  1 .4500760E+07   2540000E+02  .9004E+06 -.6343E+07   .9990720  .0227772 -.0365550
T 9944  1 .4442167E+07   2540000E+02 -.9810E+06  .5297E+07   .9999113  .0133180 -.0001434
T 9945  1 .4547392E+07   2540000E+02 -.9709E+06 -.2315E+07   .9998675 -.0099132 -.0129140
T 9946  1 .4487792E+07   2540000E+02 -.2013E+07 -.4651E+07   .9992736 -.0250045 -.0287590
T 9947  1 .4490233E+07   2540000E+02  .1593E+07  .6422E+07   .9984899  .0263634  .0481955
T 9948  1 .4506786E+07   2540000E+02  .2142E+07  .8759E+07   .9971988  .0134125  .0735849
T 9949  1 .4476192E+07   2540000E+02 -.6515E+07 -.1637E+07   .9973843 -.0698590  .0185541
T 9950  1 .4485799E+07   2540000E+02 -.2572E+07  .2845E+07   .9995335 -.0039543  .0302847
T 9951  1 .4519346E+07   2540000E+02 -.4430E+07  .4910E+07   .9998160  .0049252  .0185392
T 9952  1 .4493688E+07   2540000E+02 -.1242E+08  .2901E+08   .9864957 -.0763513  .1449022
T 9953  1 .4451445E+07   2540000E+02  .4273E+07 -.6180E+07   .9984793  .0374029 -.0404980
T 9954  1 .4488440E+07   2540000E+02  .2744E+07  .2834E+07   .9995943  .0284094 -.0020174
T 9955  1 .4459122E+07   2540000E+02 -.1684E+07  .3025E+07   .9997194 -.0134292  .0195143
T 9956  1 .4468987E+07   2540000E+02  .5333E+07 -.1914E+07   .9982980  .0569913  .0123725
T 9957  1 .4482465E+07   2540000E+02 -.5797E+07  .1858E+07   .9960347 -.0765929  .0452594
T 9958  1 .4486750E+07   2540000E+02  .1980E+07  .4513E+07   .9987295 -.0055435  .0500856
T 9959  1 .4500227E+07   2540000E+02  .1994E+07  .1597E+07   .9999186 -.0016231  .0126544
T 9960  1 .4500178E+07   2540000E+02 -.2894E+06 -.1250E+07   .9994245  .0111078 -.0320499
T 9961  1 .4462841E+07   2540000E+02 -.9809E+07  .2348E+07   .9967667 -.0797867  .0095031
T 9962  1 .4535863E+07   2540000E+02  .7336E+07 -.2443E+08   .9906268  .0556047 -.1247664
T 9963  1 .4518029E+07   2540000E+02  .1944E+07  .5424E+07   .9991833  .0263625  .0306242
T 9964  1 .4482051E+07   2540000E+02 -.2087E+08  .7912E+07   .9931795 -.1135600  .0264305
T 9965  1 .4501718E+07   2540000E+02  .1550E+07 -.6161E+06   .9994999  .0300014 -.0099975
T 9966  1 .4484232E+07   2540000E+02  .7648E+07  .2116E+07   .9966091  .0822804 -.0004213
T 9967  1 .4466679E+07   2540000E+02 -.3491E+07  .2243E+06   .9992539 -.0315792  .0222344
T 9968  1 .4505699E+07   2540000E+02 -.4498E+07  .8462E+06   .9997346 -.0122834  .0194882
T 9969  1 .4449407E+07   2540000E+02  .1320E+07  .1351E+07   .9996877  .0227235  .0104029
T 9970  1 .4500506E+07   2540000E+02 -.4818E+07  .5055E+07   .9958963 -.0841264  .0333652
T 9971  1 .4511020E+07   2540000E+02  .6305E+06 -.6978E+06   .9996441  .0225771 -.0142080
T 9972  1 .4422796E+07   2540000E+02 -.5234E+07 -.8316E+06   .9992456 -.0386636 -.0036609
T 9973  1 .4514468E+07   2540000E+02 -.4239E+07  .1225E+08   .9986972 -.0308093  .0406780
T 9974  1 .4471951E+07   2540000E+02 -.1601E+07  .2128E+07   .9998509 -.0133536  .0109451
T 9975  1 .4481390E+07   2540000E+02  .2749E+07 -.5639E+07   .9994672  .0270815 -.0182206
T 9976  1 .4493604E+07   2540000E+02 -.3348E+07 -.4187E+05   .6729104 -.3532021  .6499538
T 9977  1 .4465966E+07   2540000E+02 -.2077E+07 -.7295E+07   .9994175 -.0063643 -.0335285
T 9978  1 .4447232E+07   2540000E+02 -.1392E+07  .1944E+07   .9941015 -.0668218 -.0854224
T 9979  1 .4525095E+07   2540000E+02  .1681E+07  .3037E+07   .9994870  .0242402  .0209318
T 9980  1 .4470361E+07   2540000E+02  .7454E+07 -.8068E+06   .9982053  .0595973 -.0058545
T 9981  1 .4537030E+07   2540000E+02  .2452E+07  .2059E+07   .9995656  .0269595  .0119050
T 9982  1 .4497211E+07   2540000E+02 -.2326E+05  .8253E+07   .9990348  .0066868  .0434139
