============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(25 MeV) ==> Havar window( 2.53 um) =====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   71  1 .4933265E+07   2540025E-02 -.7823E+02  .1826E+03   .9999936 -.0033400  .0012437
T   72  1 .4932005E+07   2540200E-02  .5578E+02  .1239E+03   .9997204  .0203878  .0119794
T   73  1 .4934952E+07   2540115E-02 -.9984E+02  .6437E+01   .9999549 -.0077992  .0054122
T   74  1 .4925801E+07   2540261E-02 -.8983E+02  .9353E+02   .9999900 -.0025246 -.0036892
T   75  1 .4913008E+07   2540250E-02  .1491E+02  .4799E+02   .9999818 -.0047163  .0037671
T   76  1 .4914556E+07   2540195E-02 -.4874E+02  .8800E+01   .9999850 -.0053086  .0013597
T   77  1 .4901677E+07   2540072E-02 -.6760E+00 -.1138E+02   .9999981 -.0008678 -.0017370
T   78  1 .4928927E+07   2540129E-02  .1552E+01 -.5460E+01   .9999989 -.0014294 -.0002937
T   79  1 .4925983E+07   2540085E-02 -.3037E+02 -.2733E+02   .9999479 -.0020214 -.0100073
T   80  1 .4929755E+07   2540248E-02  .7460E+02 -.4035E+02   .9998302  .0170650 -.0069560
T   81  1 .4916749E+07   2540112E-02 -.1876E+03  .1793E+03   .9958538 -.0561378  .0715811
T   82  1 .4919624E+07   2540021E-02  .4096E+02  .4496E+01   .9999099  .0120047  .0060139
T   83  1 .4919262E+07   2540079E-02  .1627E+03 -.4286E+03   .9997844  .0003383 -.0207636
T   84  1 .4926866E+07   2540200E-02  .1995E+03  .1750E+03   .9996380  .0206731  .0172178
T   85  1 .4946760E+07   2540242E-02 -.3584E+02  .2496E+02   .9999344 -.0092432  .0067638
T   86  1 .4916662E+07   2540022E-02 -.5686E+01 -.1152E+03   .9999416  .0039351 -.0100658
T   87  1 .4911121E+07   2540050E-02  .2081E+03 -.1026E+02   .9999489  .0098061 -.0024606
T   88  1 .4923106E+07   2540247E-02 -.8047E+02 -.1136E+02   .9999125 -.0124489 -.0044731
T   89  1 .4907662E+07   2540231E-02 -.8312E+02  .7336E+02   .9998852 -.0150420  .0018326
T   90  1 .4918097E+07   2540086E-02 -.2969E+03 -.2830E+02   .9997544 -.0217017 -.0044843
T   91  1 .4926747E+07   2540244E-02 -.7354E+01 -.1840E+03   .9995791 -.0116496 -.0265686
T   92  1 .4925327E+07   2540189E-02 -.1700E+02 -.9155E+01   .9999804 -.0041410 -.0046899
T   93  1 .4918117E+07   2540179E-02  .8886E+02 -.3345E+03   .9998017 -.0080420 -.0182185
T   94  1 .4904007E+07   2540119E-02 -.1724E+03 -.2830E+03   .9997702 -.0018351 -.0213561
T   95  1 .4931791E+07   2540177E-02 -.2332E+03 -.3299E+02   .9994297 -.0335649 -.0037099
T   96  1 .4931356E+07   2540106E-02 -.5797E+02  .3814E+01   .9999996  .0003017 -.0008321
T   97  1 .4918702E+07   2540181E-02  .3955E+02  .8215E+02   .9997745  .0070342  .0200392
T   98  1 .4931856E+07   2540219E-02 -.4034E+01  .3051E+02   .9999834 -.0003957  .0057418
T   99  1 .4916643E+07   2540244E-02 -.7964E+01  .5400E+02   .9998440 -.0106575  .0140833
T  100  1 .4917773E+07   2540249E-02  .2927E+03  .1140E+03   .9998925  .0145839 -.0014867
T  101  1 .4917279E+07   2540159E-02 -.2804E+03 -.6609E+02   .9998456 -.0170189 -.0043792
T  102  1 .4925186E+07   2540217E-02 -.1141E+03  .1922E+02   .9998829 -.0046458  .0145786
T  103  1 .4918254E+07   2540230E-02 -.1202E+03  .1979E+02   .9994135 -.0341450  .0025841
T  104  1 .4933375E+07   2540155E-02  .2932E+02  .3743E+02   .9999847  .0012371  .0053974
T  105  1 .4923212E+07   2540136E-02  .3160E+01  .7046E+02   .9999604  .0002243  .0088932
T  106  1 .4926496E+07   2540182E-02 -.7040E+02 -.1228E+03   .9999692  .0078100 -.0008176
T  107  1 .4935119E+07   2540011E-02  .6808E+01  .2744E+03   .9998288  .0002512  .0185019
T  108  1 .4914478E+07   2540253E-02 -.2155E+03 -.5001E+03   .9992644 -.0125554 -.0362357
T  109  1 .4934409E+07   2540227E-02 -.4261E+02  .1128E+03   .9999036 -.0035861  .0134113
T  110  1 .4917133E+07   2540042E-02 -.2760E+02  .6666E+02   .9999530 -.0020548  .0094721
T  111  1 .4902219E+07   2540234E-02  .6852E+02 -.1016E+03   .9998179  .0073776 -.0175979
T  112  1 .4919271E+07   2540229E-02 -.2799E+02  .1493E+02   .9999601 -.0074693  .0048912
T  113  1 .4917685E+07   2540213E-02 -.5329E+01 -.2524E+03   .9999796  .0034777 -.0053520
T  114  1 .4923193E+07   2540238E-02  .4601E+02  .9888E+02   .9999448  .0051383  .0091614
T  115  1 .4921991E+07   2540123E-02 -.2676E+01  .1248E+02   .9999936  .0001349 -.0035804
T  116  1 .4937461E+07   2540190E-02  .1708E+02  .9602E+01   .9999965  .0026295 -.0004284
T  117  1 .4916403E+07   2540212E-02 -.4077E+01  .3390E+02   .9999833 -.0007975  .0057272
T  118  1 .4917666E+07   2540191E-02  .2077E+02  .8367E+01   .9999705  .0074981 -.0016942
T  119  1 .4914738E+07   2540086E-02  .2677E+02 -.4762E+01   .9999993  .0011368 -.0004055
T  120  1 .4929479E+07   2540134E-02 -.7656E+02  .2156E+03   .9997461 -.0048629  .0220008
T  121  1 .4933484E+07   2540115E-02 -.5352E+02  .7894E+02   .9999527 -.0090380  .0035823
T  122  1 .4907045E+07   2540155E-02 -.1993E+03  .5033E+02   .9998473 -.0170204 -.0039513
T  123  1 .4918241E+07   2540264E-02 -.1504E+03 -.1416E+03   .9998835 -.0123629 -.0089473
T  124  1 .4916559E+07   2540063E-02  .9322E+02 -.1924E+02   .9999319  .0105068  .0050788
T  125  1 .4937491E+07   2540143E-02  .6058E+02 -.1153E+01   .9998109  .0194260  .0008685
T  126  1 .4933420E+07   2540013E-02  .2689E+02 -.1484E+03   .9997575 -.0000423 -.0220204
T  127  1 .4903940E+07   2540004E-02  .6194E+02 -.2997E+02   .9999319  .0103445 -.0053966
T  128  1 .4911353E+07   2540162E-02  .1351E+01  .1532E+03   .9999867 -.0008491  .0050871
T  129  1 .4939305E+07   2540215E-02  .8171E+02  .1008E+03   .9999356  .0054584  .0099492
T  130  1 .4913207E+07   2540258E-02 -.7908E+01 -.2492E+01   .9999930 -.0034837 -.0014005
T  131  1 .4926585E+07   2540099E-02 -.1911E+02 -.9484E+02   .9999093 -.0056955 -.0122015
T  132  1 .4938958E+07   2540065E-02 -.5001E+02 -.1104E+03   .9999941 -.0012052 -.0032071
T  133  1 .4924457E+07   2540181E-02 -.3166E+02  .4099E+02   .9999706 -.0000984  .0076634
T  134  1 .4943371E+07   2540048E-02  .8427E+02 -.9785E+01   .9998695  .0160604 -.0017387
T  135  1 .4920562E+07   2540225E-02  .4274E+02  .3640E+03   .9995538  .0019712  .0298041
T  136  1 .4905587E+07   2540260E-02  .4680E+02 -.7286E+02   .9999321  .0100515 -.0058883
T  137  1 .4927595E+07   2540146E-02 -.1919E+03 -.5391E+02   .9999625 -.0065162 -.0057008
T  138  1 .4944154E+07   2540106E-02 -.1118E+03  .1202E+03   .9998412 -.0054481  .0169666
T  139  1 .4915053E+07   2540012E-02 -.4386E+02  .4782E+02   .9999688 -.0040398  .0067813
T  140  1 .4928979E+07   2540131E-02  .7244E+02  .2997E+02   .9997252  .0008006  .0234281
T  141  1 .4915048E+07   2540149E-02  .5527E+02  .7835E+02   .9998485  .0057841  .0164165
T  142  1 .4918385E+07   2540228E-02 -.2913E+02 -.1310E+03   .9998994 -.0015529 -.0141015
T  143  1 .4901674E+07   2540165E-02  .2638E+02 -.2861E+02   .9999972  .0008525  .0022178
T  144  1 .4914074E+07   2540219E-02 -.1310E+02  .1071E+03   .9999793 -.0008947  .0063754
T  145  1 .4916883E+07   2540132E-02 -.4355E+02 -.3980E+02   .9999949 -.0011474 -.0029785
T  146  1 .4933743E+07   2540211E-02 -.5365E+02 -.1227E+03   .9997823 -.0048516 -.0202910
T  147  1 .4915306E+07   2540003E-02  .3313E+02  .1284E+02   .9998507  .0171800  .0018426
T  148  1 .4905023E+07   2540236E-02 -.1256E+02 -.2655E+02   .9999916  .0022662 -.0034196
T  149  1 .4943181E+07   2540017E-02  .2769E+02  .6370E+01   .9999433  .0073565  .0077005
T  150  1 .4918881E+07   2540248E-02  .1453E+03  .3108E+02   .9999506  .0091615  .0038672
T  151  1 .4944419E+07   2540018E-02  .2433E+02 -.1328E+02   .9999872  .0047754  .0016657
T  152  1 .4933820E+07   2540072E-02 -.3649E+03 -.2599E+04   .9806403 -.0247115 -.1942521
T  153  1 .4913949E+07   2540135E-02 -.1858E+02  .8025E+01   .9999988 -.0006198 -.0013913
T  154  1 .4935931E+07   2540261E-02 -.4381E+03 -.1231E+02   .9988582 -.0477729  .0001286
T  155  1 .4922011E+07   2540122E-02 -.1263E+03 -.1120E+03   .9999766 -.0068039 -.0007272
T  156  1 .4919103E+07   2540023E-02 -.3956E+02 -.2085E+03   .9998161 -.0074139 -.0176884
T  157  1 .4905798E+07   2540219E-02 -.1697E+02 -.2553E+02   .9999998 -.0005497  .0003369
T  158  1 .4897434E+07   2540213E-02  .4668E+02  .9018E+02   .9999918 -.0012654  .0038528
T  159  1 .4918185E+07   2540081E-02 -.5608E+02  .9232E+02   .9998911 -.0078856  .0124719
T  160  1 .4922113E+07   2540213E-02 -.4563E+02 -.5138E+02   .9999081 -.0060348  .0121396
T  161  1 .4906381E+07   2540069E-02  .1766E+03 -.1196E+03   .9999760  .0062376 -.0030127
T  162  1 .4944502E+07   2540133E-02  .5382E+02 -.5149E+02   .9999691  .0047291 -.0062720
T  163  1 .4923392E+07   2540162E-02  .4956E+02 -.6519E+02   .9999173  .0111685 -.0063738
T  164  1 .4920987E+07   2540108E-02  .4812E+02  .3100E+02   .9999995  .0009095 -.0002998
T  165  1 .4911692E+07   2540206E-02  .6334E+02 -.4000E+02   .9998991  .0121570 -.0073467
T  166  1 .4922138E+07   2540182E-02 -.1270E+02  .2866E+02   .9999812 -.0026333  .0055380
T  167  1 .4916876E+07   2540144E-02 -.1929E+03  .1074E+03   .9999850  .0021672 -.0050349
T  168  1 .4923045E+07   2540114E-02  .3575E+01 -.8585E+02   .9999260 -.0026381 -.0118725
T  169  1 .4914883E+07   2540023E-02  .2770E+03  .1351E+02   .9998544  .0144316 -.0091029
T  170  1 .4919836E+07   2540167E-02 -.3849E+02  .5064E+02   .9997423 -.0163807  .0157142
T  171  1 .4903623E+07   2540218E-02 -.5330E+02  .3039E+02   .9999476 -.0101978  .0008775
T  172  1 .4915869E+07   2540236E-02 -.1994E+03 -.2803E+03   .9996241 -.0165592 -.0218519
T  173  1 .4914983E+07   2540024E-02 -.1806E+03  .9663E+02   .9998928 -.0120992  .0082470
T  174  1 .4919232E+07   2540190E-02 -.5945E+02  .4249E+02   .9997986  .0006695  .0200599
T  175  1 .4919329E+07   2540081E-02  .1282E+03  .5606E+01   .9997439  .0226262  .0005007
T  176  1 .4920616E+07   2540010E-02 -.2208E+02  .1820E+03   .9998675 -.0028942  .0160219
T  177  1 .4934994E+07   2540260E-02  .5858E+02  .1144E+03   .9999191  .0003328  .0127155
T  178  1 .4930573E+07   2540017E-02 -.1043E+03 -.9398E+01   .9999855 -.0050644  .0018574
T  179  1 .4913104E+07   2540263E-02  .3949E+02 -.8957E+01   .9999809  .0060654  .0012085
T  180  1 .4923380E+07   2540001E-02  .4091E+02  .9444E+01   .9999832  .0053964  .0021284
T  181  1 .4933265E+07   2540174E-02 -.8867E+02 -.6422E+01   .9999827 -.0054322  .0022421
T  182  1 .4931125E+07   2540187E-02 -.6842E+02  .6812E+02   .9999362 -.0107077  .0035882
T  183  1 .4944196E+07   2540209E-02  .6022E+02 -.5056E+02   .9999714  .0064886 -.0038754
T  184  1 .4911634E+07   2540134E-02 -.2447E+03  .1478E+03   .9993857 -.0299308  .0182312
T  185  1 .4922674E+07   2540130E-02  .1274E+03  .3604E+02   .9999945  .0007297  .0032426
T  186  1 .4948404E+07   2540216E-02 -.2506E+03 -.2620E+03   .9994474 -.0243450 -.0226317
T  187  1 .4917520E+07   2540131E-02 -.1599E+02 -.4853E+02   .9997940  .0047170 -.0197411
T  188  1 .4944724E+07   2540253E-02  .1008E+03  .5227E+02   .9999951  .0028135  .0013821
T  189  1 .4913096E+07   2540204E-02 -.1155E+03  .9787E+02   .9998732 -.0111243  .0113957
T  190  1 .4902549E+07   2540220E-02 -.4206E+02 -.1533E+03   .9999237  .0084689  .0089969
T  191  1 .4938061E+07   2540098E-02  .1967E+03  .1181E+03   .9998246  .0178876  .0055427
T  192  1 .4909319E+07   2540164E-02  .5351E+01  .6304E+02   .9999189 -.0000979  .0127370
T  193  1 .4929342E+07   2540004E-02 -.5716E+02  .5660E+02   .9999316 -.0113984  .0026199
T  194  1 .4913352E+07   2540198E-02 -.3396E+02 -.3368E+02   .9999945 -.0032145  .0008020
T  195  1 .4921894E+07   2540177E-02 -.2283E+03 -.6939E+02   .9995311 -.0299651 -.0062998
T  196  1 .4909073E+07   2540057E-02 -.4163E+01  .1506E+03   .9999506 -.0014321  .0098337
T  197  1 .4941317E+07   2540130E-02  .2245E+03 -.4074E+03   .9995408  .0136033 -.0270762
T  198  1 .4935564E+07   2540182E-02  .1458E+02  .5894E+02   .9999911  .0022200  .0035847
T  199  1 .4916694E+07   2540209E-02 -.9753E+02  .6144E+02   .9999999 -.0000051 -.0005145
T  200  1 .4925565E+07   2540213E-02  .2726E+03 -.4351E+02   .9997530  .0221883  .0013033
T  201  1 .4927265E+07   2540065E-02  .4359E+03  .8555E+02   .9991124  .0421228  .0000702
T  202  1 .4919593E+07   2540078E-02 -.2618E+02  .2113E+02   .9999974  .0009311  .0020626
T  203  1 .4925657E+07   2540232E-02  .4303E+02 -.2036E+03   .9993065  .0042904 -.0369881
T  204  1 .4942179E+07   2540150E-02 -.3010E+01  .1409E+03   .9997717  .0092641  .0192547
T  205  1 .4912837E+07   2540220E-02  .9488E+02  .3959E+02   .9999710  .0066098 -.0037849
T  206  1 .4931796E+07   2540152E-02 -.1342E+02  .9623E+02   .9999174 -.0026041  .0125869
T  207  1 .4898408E+07   2540235E-02  .1354E+03  .5791E+02   .9999231  .0118391  .0036806
T  208  1 .4941044E+07   2540156E-02  .7103E+01  .2490E+03   .9997399 -.0023813  .0226833
T  209  1 .4930070E+07   2540212E-02  .3495E+02  .6943E+02   .9997270  .0099755  .0211301
T  210  1 .4910789E+07   2540247E-02 -.8301E+01  .1409E+03   .9999095  .0024484  .0132309
T  211  1 .4913928E+07   2540021E-02  .7817E+02 -.4812E+02   .9998480  .0170990 -.0033915
T  212  1 .4925524E+07   2540248E-02 -.2380E+02  .2339E+03   .9999144  .0002845  .0130778
T  213  1 .4910862E+07   2540032E-02 -.5001E+02  .8677E+02   .9995916 -.0164154  .0233921
T  214  1 .4923320E+07   2540255E-02  .1072E+03 -.3017E+02   .9998533  .0166440 -.0040557
T  215  1 .4934589E+07   2540166E-02  .2381E+02 -.1855E+02   .9999977  .0011848  .0018011
T  216  1 .4916746E+07   2540263E-02 -.7526E+02 -.5208E+02   .9998858 -.0137400  .0062958
T  217  1 .4932395E+07   2540079E-02 -.1450E+02 -.1365E+02   .9999955 -.0022437 -.0020146
T  218  1 .4918567E+07   2540123E-02  .3019E+01  .6980E+02   .9998860  .0044085  .0144418
T  219  1 .4926359E+07   2540189E-02 -.1750E+02  .5467E+02   .9999863  .0041830  .0031547
T  220  1 .4931684E+07   2540014E-02  .8806E+02  .7959E+02   .9999861  .0012309  .0051275
T  221  1 .4926360E+07   2540181E-02  .1274E+02  .5274E+02   .9999517  .0054890  .0081534
T  222  1 .4942658E+07   2540198E-02 -.3948E+02 -.4281E+02   .9998182 -.0094671 -.0165483
T  223  1 .4922382E+07   2540148E-02  .2091E+03 -.4444E+02   .9996520  .0256447 -.0061868
T  224  1 .4926399E+07   2540118E-02 -.9192E+02 -.1181E+03   .9997485 -.0183577 -.0128782
T  225  1 .4929131E+07   2540211E-02 -.1328E+02  .1782E+02   .9999910 -.0010798  .0040983
T  226  1 .4923749E+07   2540247E-02  .8990E+02  .1245E+02   .9999996 -.0008362 -.0001742
T  227  1 .4915196E+07   2540151E-02 -.4649E+02  .1816E+03   .9999181 -.0082033  .0098256
T  228  1 .4926218E+07   2540144E-02 -.5647E+02 -.2420E+03   .9999829  .0001255 -.0058517
T  229  1 .4918279E+07   2540173E-02  .4624E+01 -.1578E+03   .9999590  .0005290 -.0090404
T  230  1 .4911533E+07   2540007E-02  .6654E+02  .3299E+02   .9985266 -.0540566  .0047434
T  231  1 .4922905E+07   2540122E-02 -.1541E+02 -.2686E+02   .9999809  .0057211 -.0023595
T  232  1 .4935800E+07   2540127E-02  .9744E+02 -.7988E+02   .9999368  .0099766 -.0051900
T  233  1 .4922473E+07   2540251E-02  .2237E+03  .5443E+02   .9998030  .0197872 -.0015809
T  234  1 .4923654E+07   2540161E-02 -.2415E+03 -.6912E+02   .9997666 -.0205112  .0067800
T  235  1 .4946863E+07   2540071E-02  .1600E+03  .7277E+02   .9999605  .0086808 -.0019070
T  236  1 .4934847E+07   2540128E-02  .9985E+02  .3072E+02   .9999576  .0077022  .0050443
T  237  1 .4913894E+07   2540051E-02  .2487E+02  .4470E+02   .9999611  .0083419  .0028699
T  238  1 .4899683E+07   2540051E-02 -.8648E+02 -.8146E+02   .9999929  .0018828  .0032489
T  239  1 .4930089E+07   2540031E-02 -.6769E+02 -.3845E+02   .9999738 -.0072379  .0000555
T  240  1 .4924198E+07   2540186E-02 -.4002E+02 -.2526E+02   .9999532 -.0096769  .0000939
T  241  1 .4908954E+07   2540218E-02 -.1445E+02 -.5485E+02   .9999293  .0074841 -.0092416
T  242  1 .4907985E+07   2540194E-02  .1548E+03  .4867E+02   .9999060  .0136655 -.0011179
T  243  1 .4915830E+07   2540187E-02 -.3302E+03 -.1705E+03   .9994957 -.0236073 -.0212395
T  244  1 .4916002E+07   2540114E-02 -.1261E+03  .5299E+02   .9997676 -.0206734  .0061190
T  245  1 .4945425E+07   2540118E-02 -.6702E+02  .2881E+01   .9998363 -.0044567  .0175377
T  246  1 .4897812E+07   2540161E-02  .4058E+02 -.8124E+02   .9996595  .0214847 -.0148062
T  247  1 .4927403E+07   2540061E-02 -.2118E+03 -.1836E+02   .9992831 -.0362049  .0110706
T  248  1 .4929982E+07   2540136E-02 -.2160E+02  .4625E+02   .9999689  .0041915  .0066748
T  249  1 .4941371E+07   2540133E-02  .4455E+02 -.1002E+02   .9999824  .0052154 -.0028192
T  250  1 .4918091E+07   2540005E-02 -.2222E+02 -.5955E+02   .9999954  .0000749 -.0030374
T  251  1 .4915654E+07   2540055E-02 -.2790E+02  .4952E+02   .9999814 -.0059611 -.0013150
T  252  1 .4935000E+07   2540113E-02  .4458E+02 -.3189E+02   .9999761  .0054048 -.0043169
T  253  1 .4911930E+07   2540256E-02  .1162E+02 -.4257E+02   .9999330 -.0104998 -.0048776
T  254  1 .4913271E+07   2540263E-02 -.1819E+02 -.4326E+02   .9999798  .0012772 -.0062199
